,Unique ID,Indicator ID,Name,Measure,Measure Info,Geo Type Name,Geo Join ID,Geo Place Name,Time Period,Data Value,Z-Score,Year,St_Year,St_Month,St_Day,En_Year,En_Month,En_Day
3583,605238,386,Ozone (O3),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,summer 2018,28.5,0.29465721950472334,2018,2018,1,6,2018,2,9
3584,549786,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,winter 2016-17,26.3,0.2029855091834284,2016,2016,1,12,2017,1,3
3585,602727,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,202.0,Downtown - Heights - Slope,summer 2018,16.4,-0.20953718726239903,2018,2018,1,6,2018,2,9
3586,212543,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,annual average 2014,19.0,-0.1011978932463231,2013,2013,1,12,2014,11,30
3587,549765,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,102.0,Northeast Bronx,winter 2016-17,26.4,0.20715240510712354,2016,2016,1,12,2017,1,3
3588,518959,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,306.0,Chelsea - Clinton,2012-2014,28.5,0.29465721950472334,2012,2012,2,1,2014,12,31
3589,628504,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2015-2017,95.1,3.0698099046857434,2015,2015,1,1,2017,12,30
3590,151583,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,202.0,Downtown - Heights - Slope,2009-2011,6.6,-0.6178929877845311,2009,2009,1,1,2011,12,31
3591,151594,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,302.0,Central Harlem - Morningside Heights,2009-2011,10.3,-0.4637178386078077,2009,2009,1,1,2011,12,31
3592,643562,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),summer 2019,27.2,0.24048757249668537,2019,2019,1,6,2019,2,9
3593,667544,375,Nitrogen dioxide (NO2),Mean,ppb,CD,105.0,Midtown (CD5),winter 2019-20,36.2,0.6155082056292558,2019,2019,1,12,2020,2,29
3594,165991,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),winter 2012-13,28.4,0.29049032358102805,2012,2012,1,12,2013,1,3
3595,167584,375,Nitrogen dioxide (NO2),Mean,ppb,CD,205.0,Fordham and University Heights (CD5),annual average 2010,26.5,0.21131930103081883,2009,2009,1,12,2010,11,30
3596,667754,375,Nitrogen dioxide (NO2),Mean,ppb,CD,316.0,Brownsville (CD16),winter 2019-20,26.9,0.22798688472559966,2019,2019,1,12,2020,2,29
3597,336806,375,Nitrogen dioxide (NO2),Mean,ppb,CD,305.0,East New York and Starrett City (CD5),summer 2015,13.4,-0.33454406497325573,2015,2015,1,6,2015,2,9
3598,177288,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,winter 2011-12,12.4,-0.37621302421020797,2011,2011,1,12,2012,2,29
3599,547437,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,summer 2017,11.3,-0.42204887937085545,2017,2017,1,6,2017,2,9
3600,669767,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,306.0,Chelsea - Clinton,summer 2020,8.7,-0.5303881733869313,2020,2020,1,6,2020,2,9
3601,605763,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,406.0,Fresh Meadows,summer 2018,8.0,-0.559556444852798,2018,2018,1,6,2018,2,9
3602,605688,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,202.0,Downtown - Heights - Slope,summer 2018,8.9,-0.5220543815395409,2018,2018,1,6,2018,2,9
3603,131414,648,Asthma emergency department visits due to PM2.5,Estimated annual rate (under age 18),"per 100,000 children",UHF42,104.0,Pelham - Throgs Neck,2009-2011,121.9,4.186538012236064,2009,2009,1,1,2011,12,31
3604,547743,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),summer 2017,8.9,-0.5220543815395409,2017,2017,1,6,2017,2,9
3605,547745,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,407.0,Flushing and Whitestone (CD7),winter 2016-17,8.0,-0.559556444852798,2016,2016,1,12,2017,1,3
3606,168483,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),winter 2009-10,10.7,-0.44705025491302686,2009,2009,1,12,2010,1,3
3607,168601,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,307.0,Sunset Park (CD7),winter 2011-12,10.2,-0.467884734531503,2011,2011,1,12,2012,2,29
3608,605673,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,104.0,Pelham - Throgs Neck,summer 2018,8.4,-0.542888861158017,2018,2018,1,6,2018,2,9
3609,547367,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,winter 2016-17,7.1,-0.597058508166055,2016,2016,1,12,2017,1,3
3610,179512,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,winter 2011-12,8.4,-0.542888861158017,2011,2011,1,12,2012,2,29
3611,605661,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,5.0,Staten Island,summer 2018,7.5,-0.580390924471274,2018,2018,1,6,2018,2,9
3612,412577,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,winter 2015-16,23.7,0.09464621516735247,2015,2015,1,12,2016,2,29
3613,221941,386,Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,summer 2011,33.6,0.5071689116131799,2011,2011,1,6,2011,2,9
3614,412061,386,Ozone (O3),Mean,ppb,UHF34,409.0,Southeast Queens,summer 2016,34.3,0.5363371830790463,2016,2016,1,6,2016,2,9
3615,221838,386,Ozone (O3),Mean,ppb,UHF34,205.0,Sunset Park,summer 2010,32.7,0.46966684829992295,2010,2010,1,6,2010,2,9
3616,643521,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,winter 2018-19,18.0,-0.14286685248327535,2018,2018,1,12,2019,1,3
3617,667459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,annual average 2020,13.0,-0.35121164866803667,2020,2020,1,1,2020,12,30
3618,172672,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,annual average 2011,19.3,-0.08869720547523739,2010,2010,1,12,2011,11,30
3619,336691,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,annual average 2015,17.2,-0.1762020198728372,2015,2015,1,1,2015,12,31
3620,172077,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,summer 2009,22.3,0.03630967223561937,2009,2009,1,6,2009,2,9
3621,172655,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,annual average 2011,23.9,0.1029800070147429,2010,2010,1,12,2011,11,30
3622,172587,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,annual average 2009,25.3,0.16131654994647615,2008,2008,1,12,2009,11,30
3623,211662,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,summer 2014,15.2,-0.2595399383467417,2014,2014,1,6,2014,2,9
3624,336640,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,205.0,Sunset Park,annual average 2015,19.7,-0.07202962178045655,2015,2015,1,1,2015,12,31
3625,171720,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,winter 2012-13,20.5,-0.038694454390894716,2012,2012,1,12,2013,1,3
3626,336692,375,Nitrogen dioxide (NO2),Mean,ppb,UHF34,409.0,Southeast Queens,summer 2015,12.0,-0.3928806079049889,2015,2015,1,6,2015,2,9
3627,412436,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,winter 2015-16,22.0,0.023808984464533667,2015,2015,1,12,2016,2,29
3628,179437,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,annual average 2012,14.5,-0.28870820981260825,2011,2011,1,12,2012,11,29
3629,825799,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,summer 2022,7.8,-0.5678902367001883,2022,2022,1,6,2022,2,9
3630,825787,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,104.0,Pelham - Throgs Neck,summer 2022,12.0,-0.3928806079049889,2022,2022,1,6,2022,2,9
3631,211364,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,winter 2013-14,21.8,0.015475192617143247,2013,2013,1,12,2014,1,3
3632,643369,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,211.0,Williamsburg - Bushwick,annual average 2019,19.7,-0.07202962178045655,2019,2019,1,1,2019,12,31
3633,825798,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,annual average 2022,11.2,-0.42621577529455074,2022,2022,1,1,2022,12,31
3634,825767,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,winter 2021-22,21.3,-0.0053592870013328825,2021,2021,1,12,2022,1,3
3635,412459,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,204.0,East New York,annual average 2016,18.3,-0.13036616471218965,2015,2015,12,31,2016,12,29
3636,179362,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,summer 2012,10.6,-0.4512171508367221,2012,2012,1,6,2012,2,9
3637,740891,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,5.0,Staten Island,summer 2021,7.7,-0.5720571326238837,2021,2021,1,6,2021,2,9
3638,827407,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303.0,East Harlem,2017-2019,90.0,2.857298212577287,2017,2017,1,1,2019,12,31
3639,131221,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2005-2007,108.2,3.6156732706898183,2005,2005,1,1,2007,12,31
3640,131383,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,303.0,East Harlem,2009-2011,147.1,5.23659578500726,2009,2009,1,1,2011,12,31
3641,131365,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,103.0,Fordham - Bronx Pk,2009-2011,68.7,1.9697493808302042,2009,2009,1,1,2011,12,31
3642,605241,386,Ozone (O3),Mean,ppb,UHF42,205.0,Sunset Park,summer 2018,29.5,0.3363261787416756,2018,2018,1,6,2018,2,9
3643,670968,386,Ozone (O3),Mean,ppb,UHF42,205.0,Sunset Park,summer 2020,28.9,0.3113248031995042,2020,2020,1,6,2020,2,9
3644,122028,386,Ozone (O3),Mean,ppb,UHF42,403.0,Flushing - Clearview,2-year summer average 2009-2010,28.6,0.29882411542841864,2009,2009,1,6,2009,2,9
3645,122030,386,Ozone (O3),Mean,ppb,UHF42,405.0,Ridgewood - Forest Hills,2-year summer average 2009-2010,27.9,0.26965584396255193,2009,2009,1,6,2009,2,9
3646,643643,375,Nitrogen dioxide (NO2),Mean,ppb,CD,308.0,Crown Heights and Prospect Heights (CD8),summer 2019,15.1,-0.2637068342704369,2019,2019,1,6,2019,2,9
3647,165994,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),winter 2012-13,23.1,0.06964483962518121,2012,2012,1,12,2013,1,3
3648,167587,375,Nitrogen dioxide (NO2),Mean,ppb,CD,208.0,Riverdale and Fieldston (CD8),annual average 2010,20.2,-0.05119514216198042,2009,2009,1,12,2010,11,30
3649,336863,375,Nitrogen dioxide (NO2),Mean,ppb,CD,406.0,Rego Park and Forest Hills (CD6),summer 2015,15.2,-0.2595399383467417,2015,2015,1,6,2015,2,9
3650,605239,386,Ozone (O3),Mean,ppb,UHF42,203.0,Bedford Stuyvesant - Crown Heights,summer 2018,30.2,0.3654944502075422,2018,2018,1,6,2018,2,9
3651,122009,386,Ozone (O3),Mean,ppb,UHF42,205.0,Sunset Park,2-year summer average 2009-2010,27.7,0.2613220521151615,2009,2009,1,6,2009,2,9
3652,549338,386,Ozone (O3),Mean,ppb,UHF42,205.0,Sunset Park,summer 2017,29.3,0.32799238689428517,2017,2017,1,6,2017,2,9
3653,122020,386,Ozone (O3),Mean,ppb,UHF42,305.0,Upper East Side,2-year summer average 2009-2010,23.0,0.06547794370148592,2009,2009,1,6,2009,2,9
3654,549349,386,Ozone (O3),Mean,ppb,UHF42,305.0,Upper East Side,summer 2017,25.2,0.15714965402278086,2017,2017,1,6,2017,2,9
3655,212544,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,103.0,Fordham - Bronx Pk,annual average 2014,19.4,-0.08453030955154225,2013,2013,1,12,2014,11,30
3656,669770,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,summer 2020,7.4,-0.5845578203949693,2020,2020,1,6,2020,2,9
3657,605730,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,summer 2018,10.0,-0.47621852637889345,2018,2018,1,6,2018,2,9
3658,170254,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),annual average 2010,10.0,-0.47621852637889345,2009,2009,1,12,2010,11,30
3659,669776,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,summer 2020,7.3,-0.5887247163186645,2020,2020,1,6,2020,2,9
3660,177185,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,winter 2009-10,12.2,-0.3845468160575985,2009,2009,1,12,2010,1,3
3661,177269,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,winter 2011-12,11.0,-0.43454956714194115,2011,2011,1,12,2012,2,29
3662,547382,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,105.0,Crotona -Tremont,winter 2016-17,8.6,-0.5345550693106266,2016,2016,1,12,2017,1,3
3663,334272,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),winter 2014-15,10.0,-0.47621852637889345,2014,2014,1,12,2015,1,3
3664,170429,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),annual average 2013,9.4,-0.5012199019210648,2012,2012,1,12,2013,11,30
3665,547687,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,306.0,Park Slope and Carroll Gardens (CD6),annual average 2017,8.4,-0.542888861158017,2017,2017,1,1,2017,12,31
3666,605988,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,308.0,Crown Heights and Prospect Heights (CD8),summer 2018,8.5,-0.5387219652343218,2018,2018,1,6,2018,2,9
3667,177287,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,winter 2011-12,11.3,-0.42204887937085545,2011,2011,1,12,2012,2,29
3668,547434,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,305.0,Upper East Side,summer 2017,10.4,-0.4595509426841125,2017,2017,1,6,2017,2,9
3669,177285,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,303.0,East Harlem,winter 2011-12,10.2,-0.467884734531503,2011,2011,1,12,2012,2,29
3670,151601,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,309.0,Union Square - Lower East Side,2009-2011,5.6,-0.6595619470214834,2009,2009,1,1,2011,12,31
3671,122003,386,Ozone (O3),Mean,ppb,UHF42,106.0,High Bridge - Morrisania,2-year summer average 2009-2010,26.3,0.2029855091834284,2009,2009,1,6,2009,2,9
3672,605246,386,Ozone (O3),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,summer 2018,32.5,0.46133305645253236,2018,2018,1,6,2018,2,9
3673,122034,386,Ozone (O3),Mean,ppb,UHF42,409.0,Southeast Queens,2-year summer average 2009-2010,28.7,0.30299101135211376,2009,2009,1,6,2009,2,9
3674,670964,386,Ozone (O3),Mean,ppb,UHF42,209.0,Bensonhurst - Bay Ridge,summer 2020,29.8,0.3488268665127613,2020,2020,1,6,2020,2,9
3675,122014,386,Ozone (O3),Mean,ppb,UHF42,210.0,Coney Island - Sheepshead Bay,2-year summer average 2009-2010,28.4,0.29049032358102805,2009,2009,1,6,2009,2,9
3676,670943,386,Ozone (O3),Mean,ppb,UHF42,409.0,Southeast Queens,summer 2020,30.0,0.3571606583601517,2020,2020,1,6,2020,2,9
3677,670942,386,Ozone (O3),Mean,ppb,UHF42,410.0,Rockaways,summer 2020,31.5,0.4196640972155801,2020,2020,1,6,2020,2,9
3678,165975,375,Nitrogen dioxide (NO2),Mean,ppb,CD,101.0,Financial District (CD1),winter 2012-13,33.1,0.4863344319947038,2012,2012,1,12,2013,1,3
3679,166017,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),winter 2012-13,26.0,0.1904848214123427,2012,2012,1,12,2013,1,3
3680,167610,375,Nitrogen dioxide (NO2),Mean,ppb,CD,401.0,Long Island City and Astoria (CD1),annual average 2010,23.5,0.08631242331996206,2009,2009,1,12,2010,11,30
3681,165999,375,Nitrogen dioxide (NO2),Mean,ppb,CD,301.0,Greenpoint and Williamsburg (CD1),winter 2012-13,27.6,0.2571551561914664,2012,2012,1,12,2013,1,3
3682,336797,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),summer 2015,18.0,-0.14286685248327535,2015,2015,1,6,2015,2,9
3683,643625,375,Nitrogen dioxide (NO2),Mean,ppb,CD,302.0,Fort Greene and Brooklyn Heights (CD2),summer 2019,18.0,-0.14286685248327535,2019,2019,1,6,2019,2,9
3684,667526,375,Nitrogen dioxide (NO2),Mean,ppb,CD,102.0,Greenwich Village and Soho (CD2),winter 2019-20,31.5,0.4196640972155801,2019,2019,1,12,2020,2,29
3685,549753,375,Nitrogen dioxide (NO2),Mean,ppb,Borough,3.0,Manhattan,winter 2016-17,29.7,0.344659970589066,2016,2016,1,12,2017,1,3
3686,602781,375,Nitrogen dioxide (NO2),Mean,ppb,UHF42,309.0,Union Square - Lower East Side,summer 2018,19.4,-0.08453030955154225,2018,2018,1,6,2018,2,9
3687,605745,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,summer 2018,10.1,-0.4720516304551982,2018,2018,1,6,2018,2,9
3688,547672,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,301.0,Greenpoint and Williamsburg (CD1),annual average 2017,9.1,-0.5137205896921505,2017,2017,1,1,2017,12,31
3689,547385,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,winter 2016-17,8.6,-0.5345550693106266,2016,2016,1,12,2017,1,3
3690,212935,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,209.0,Bensonhurst - Bay Ridge,annual average 2014,8.6,-0.5345550693106266,2013,2013,1,12,2014,11,30
3691,170456,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),annual average 2013,8.1,-0.5553895489291027,2012,2012,1,12,2013,11,30
3692,823244,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,310.0,Lower Manhattan,summer 2022,7.4,-0.5845578203949693,2022,2022,1,6,2022,2,9
3693,649679,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,summer 2019,8.3,-0.5470557570817123,2019,2019,1,6,2019,2,9
3694,605678,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,annual average 2018,7.7,-0.5720571326238837,2018,2018,1,1,2018,12,31
3695,742178,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,106.0,High Bridge - Morrisania,summer 2021,8.6,-0.5345550693106266,2021,2021,1,6,2021,2,9
3696,168584,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),winter 2011-12,10.9,-0.4387164630656364,2011,2011,1,12,2012,2,29
3697,547640,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,202.0,Hunts Point and Longwood (CD2),winter 2016-17,9.0,-0.5178874856158456,2016,2016,1,12,2017,1,3
3698,547769,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),winter 2016-17,7.2,-0.5928916122423598,2016,2016,1,12,2017,1,3
3699,547767,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,501.0,St. George and Stapleton (CD1),summer 2017,8.4,-0.542888861158017,2017,2017,1,6,2017,2,9
3700,605898,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,102.0,Greenwich Village and Soho (CD2),summer 2018,10.0,-0.47621852637889345,2018,2018,1,6,2018,2,9
3701,649652,365,Fine particles (PM 2.5),Mean,mcg/m3,Borough,2.0,Brooklyn,summer 2019,8.2,-0.5512226530054075,2019,2019,1,6,2019,2,9
3702,333992,365,Fine particles (PM 2.5),Mean,mcg/m3,UHF42,207.0,East Flatbush - Flatbush,summer 2015,9.3,-0.5053867978447599,2015,2015,1,6,2015,2,9
3703,216441,386,Ozone (O3),Mean,ppb,CD,304.0,Bushwick (CD4),summer 2010,33.0,0.4821675360710085,2010,2010,1,6,2010,2,9
3704,628480,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1.0,Bronx,2015-2017,67.0,1.8989121501273853,2015,2015,1,1,2017,12,30
3705,518932,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2.0,Brooklyn,2012-2014,44.2,0.9488598795248739,2012,2012,2,1,2014,12,31
3706,131406,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1.0,Bronx,2009-2011,67.0,1.8989121501273853,2009,2009,1,1,2011,12,31
3707,131232,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,207.0,East Flatbush - Flatbush,2005-2007,56.7,1.4697218699867771,2005,2005,1,1,2007,12,31
3708,131225,657,Asthma emergency department visits due to PM2.5,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,107.0,Hunts Point - Mott Haven,2005-2007,189.1,6.986692072959256,2005,2005,1,1,2007,12,31
3709,169324,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),summer 2009,10.8,-0.44288335898933157,2009,2009,1,6,2009,2,9
3710,168557,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),winter 2010-11,12.7,-0.3637123364391224,2010,2010,1,12,2011,1,3
3711,169442,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,404.0,Elmhurst and Corona (CD4),summer 2011,11.6,-0.40954819159976985,2011,2011,1,6,2011,2,9
3712,334265,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),summer 2015,9.6,-0.49288611007367433,2015,2015,1,6,2015,2,9
3713,669890,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),winter 2019-20,8.1,-0.5553895489291027,2019,2019,1,12,2020,2,29
3714,649976,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,304.0,Bushwick (CD4),summer 2019,8.6,-0.5345550693106266,2019,2019,1,6,2019,2,9
3715,170238,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),annual average 2010,11.2,-0.42621577529455074,2009,2009,1,12,2010,11,30
3716,411012,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),summer 2016,8.9,-0.5220543815395409,2016,2016,1,6,2016,2,9
3717,411011,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,204.0,Highbridge and Concourse (CD4),winter 2015-16,8.8,-0.5262212774632361,2015,2015,1,12,2016,2,29
3718,411086,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,317.0,East Flatbush (CD17),winter 2015-16,8.5,-0.5387219652343218,2015,2015,1,12,2016,2,29
3719,169340,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),summer 2010,12.9,-0.35537854459173185,2010,2010,1,6,2010,2,9
3720,169399,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,103.0,Lower East Side and Chinatown (CD3),summer 2011,12.4,-0.37621302421020797,2011,2011,1,6,2011,2,9
3721,169364,365,Fine particles (PM 2.5),Mean,mcg/m3,CD,303.0,Bedford Stuyvesant (CD3),summer 2010,12.0,-0.3928806079049889,2010,2010,1,6,2010,2,9
3722,828086,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",UHF42,308.0,Greenwich Village - SoHo,2017-2019,0.0,-0.892908118748416,2017,2017,1,1,2019,12,31
3723,131358,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,1.0,Bronx,2005-2007,13.4,-0.33454406497325573,2005,2005,1,1,2007,12,31
3724,131359,661,Asthma hospitalizations due to Ozone,Estimated annual rate (age 18+),"per 100,000 adults",Borough,2.0,Brooklyn,2005-2007,8.0,-0.559556444852798,2005,2005,1,1,2007,12,31
3725,412111,386,Ozone (O3),Mean,ppb,CD,317.0,East Flatbush (CD17),summer 2016,33.9,0.5196695993842655,2016,2016,1,6,2016,2,9
3726,216369,386,Ozone (O3),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),summer 2010,31.0,0.398829617597104,2010,2010,1,6,2010,2,9
3727,216370,386,Ozone (O3),Mean,ppb,CD,204.0,Highbridge and Concourse (CD4),summer 2011,30.8,0.3904958257497136,2011,2011,1,6,2011,2,9
3728,741130,375,Nitrogen dioxide (NO2),Mean,ppb,CD,103.0,Lower East Side and Chinatown (CD3),winter 2020-21,23.9,0.1029800070147429,2020,2020,1,12,2021,1,3
3729,412778,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),winter 2015-16,23.9,0.1029800070147429,2015,2015,1,12,2016,2,29
3730,741244,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),winter 2020-21,22.9,0.06131104777779064,2020,2020,1,12,2021,1,3
3731,166768,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),summer 2011,21.4,-0.001192391077637745,2011,2011,1,6,2011,2,9
3732,166709,375,Nitrogen dioxide (NO2),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),summer 2010,21.5,0.0029745048460575398,2010,2010,1,6,2010,2,9
3733,216444,386,Ozone (O3),Mean,ppb,CD,304.0,Bushwick (CD4),summer 2013,30.4,0.3738282420549326,2013,2013,1,6,2013,2,9
3734,743623,386,Ozone (O3),Mean,ppb,CD,303.0,Bedford Stuyvesant (CD3),summer 2021,29.6,0.3404930746653709,2021,2021,1,6,2021,2,9
3735,336843,375,Nitrogen dioxide (NO2),Mean,ppb,CD,317.0,East Flatbush (CD17),winter 2014-15,25.8,0.18215102956495227,2014,2014,1,12,2015,1,3
3736,167553,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),annual average 2009,25.6,0.17381723771756186,2008,2008,1,12,2009,11,30
3737,213444,375,Nitrogen dioxide (NO2),Mean,ppb,CD,403.0,Jackson Heights (CD3),summer 2014,16.6,-0.20120339541500845,2014,2014,1,6,2014,2,9
